出現形,基幹表現,部位,方言地方,標準病名,ICD-10,エビデンス
あしがみだれる,,,-1,めまい,R42,CS
クラクラ,,,-1,めまい,R42,CS
ぐらぐらする,,,-1,めまい,R42,CS
くらくらするさま,,,-1,めまい,R42,CS
くらつき,,,-1,めまい,R42,CS
くらっとする,,,-1,めまい,R42,CS
くらみ,,,-1,めまい,R42,CS
ぐるぐる,-1,-1,-1,めまい,R42,AEX
グルグル,-1,-1,-1,めまい,R42,AEX
ぐるぐるする,,,-1,めまい,R42,CS
ぐるぐる回る,,,-1,めまい,R42,CS
しっかりと立てない状態,,,-1,めまい,R42,CS
ふらつく,,,-1,めまい,R42,CS
ふらつくこと,,,-1,めまい,R42,CS
フラフラ,,,-1,めまい,R42,CS
フラフラするがよ,,,-1,めまい,R42,CS
ふらふらゆれている感じ,,,-1,めまい,R42,CS
ふわふわする,,,-1,めまい,R42,CS
フワフワする,,,-1,めまい,R42,CS
ふわふわする  ,,,-1,めまい,R42,CS
ふわふわするめまい,,,-1,めまい,R42,CS
ふわふわする感じ,,,-1,めまい,R42,CS
ふわふわとしためまい,,,-1,めまい,R42,CS
フワフワめまい,,,-1,めまい,R42,CS
まっすぐ立てない,,,-1,めまい,R42,CS
めがくらむ,,,-1,めまい,R42,CS
メニエール,,,-1,めまい,R42,CS
めまい,-1,-1,-1,めまい,R42,AEX
めまう,,,-1,めまい,R42,CS
ゆれる,,,-1,めまい,R42,CS
よろつく,,,-1,めまい,R42,CS
ヨロヨロする,,,-1,めまい,R42,CS
意識障害,,,-1,めまい,R42,CS
視界が揺れること,,,-1,めまい,R42,CS
身体の感覚がなくなるようなめまい,,,-1,めまい,R42,CS
足元がおぼつかない,,,-1,めまい,R42,CS
足元がおぼつく,,,-1,めまい,R42,CS
足元が定まらない,,,-1,めまい,R42,CS
足取りが覚束ない,,,-1,めまい,R42,CS
体がふらふらする,,,-1,めまい,R42,CS
突然のめまい,,,-1,めまい,R42,CS
浮いているようなめまい,,,-1,めまい,R42,CS
歩けない,,,-1,めまい,R42,CS
歩行不振,,,-1,めまい,R42,CS
目がくらむ,,,-1,めまい,R42,CS
目がまわっているような感じがする,,,-1,めまい,R42,CS
目がまわる,,,-1,めまい,R42,CS
目が回る,,,-1,めまい,R42,CS
目が回るようなくらくらとした感覚,,,-1,めまい,R42,CS
目が絡む,,,-1,めまい,R42,CS
目の前がくらくらする,,,-1,めまい,R42,CS
立ちくらみ,,,-1,めまい,R42,CS
立ち眩み,,,-1,めまい,R42,CS
力入らない,,,-1,めまい,R42,CS
朦朧,,,-1,めまい,R42,CS
眩暈,-1,-1,-1,めまい,R42,AEX
酩酊状態,,,-1,めまい,R42,CS
あたまがクラクラする,クラクラ,頭,,めまい感,R42,Web
アタマがクラクラする,クラクラ,頭,,めまい感,R42,Web
あたまがグラグラする,グラグラ,頭,,めまい感,R42,Web
あたまがグラグラする,グラグラ,頭,,めまい感,R42,Web
あたまがグルグル,グルグル,頭,,めまい感,R42,Web
アタマがグルグル,グルグル,頭,,めまい感,R42,Web
アタマがフラフラ,フラフラ,頭,,めまい感,R42,Web
あたまがフラフラ,フラフラ,頭,,めまい感,R42,Web
くらくら,,,-1,めまい感,R42,CS
クラクラする,,,-1,めまい感,R42,CS
くらくらする感じ,,,-1,めまい感,R42,CS
ぐらづぐ,,,-1,めまい感,R42,CS
くらむ,,,-1,めまい感,R42,CS
ぐるぐる,,,-1,めまい感,R42,CS
たちくらみ,,,-1,めまい感,R42,CS
ふらつき感,,,-1,めまい感,R42,CS
フラフラまたはクラクラする,,,-1,めまい感,R42,CS
フラフラ感,,,-1,めまい感,R42,CS
メニエル,,,-1,めまい感,R42,CS
めまいがする,,,-1,めまい感,R42,CS
めまいがする感じ,,,-1,めまい感,R42,CS
眼振,,,-1,めまい感,R42,CS
頭がクラクラする,クラクラ,頭,-1,めまい感,R42,Web
頭がグラグラする,グラグラ,頭,-1,めまい感,R42,Web
頭がグラグラする,グラグラ,頭,,めまい感,R42,Web
頭がグルグルする,グルグル,頭,-1,めまい感,R42,Web
頭がフラフラ,フラフラ,頭,-1,めまい感,R42,Web
頭がフワフワ,フワフワ,頭,,めまい感,R42,Web
脳がクラクラする,クラクラ,脳,,めまい感,R42,Web
脳がグラグラする,グラグラ,脳,,めまい感,R42,Web
脳がグラグラする,グラグラ,脳,,めまい感,R42,Web
脳がグルグルする,グルグル,脳,,めまい感,R42,Web
脳がフラフラ,フラフラ,脳,,めまい感,R42,Web
非回転性めまい,,,-1,めまい感,R42,CS
目がグルグルする,グルグル,目,,めまい感,R42,Web
目が回った感じ,,,-1,めまい感,R42,CS
目が回る感じがすること,,,-1,めまい感,R42,CS
眩暈,,,-1,めまい感,R42,CS
足がフラフラ,フラフラ,足,-1,よろめき感,R42,Web
くらっと,-1,-1,-1,よろめき歩行,R260,AEX
ふらつい,-1,-1,-1,よろめき歩行,R260,AEX
ふらつき,-1,-1,-1,よろめき歩行,R260,AEX
フラツキ,-1,-1,-1,よろめき歩行,R260,AEX
ふらっと,-1,-1,-1,よろめき歩行,R260,AEX
フラッと,-1,-1,-1,よろめき歩行,R260,AEX
フラっと,-1,-1,-1,よろめき歩行,R260,AEX
ふらふら,-1,-1,-1,よろめき歩行,R260,AEX
フラフラ,-1,-1,-1,よろめき歩行,R260,AEX
ふわっと,-1,-1,-1,よろめき歩行,R260,AEX
ふわふわ,-1,-1,-1,よろめき歩行,R260,AEX
まっすぐ歩けない,-1,-1,-1,よろめき歩行,R260,AEX
まっすぐ歩行できない,-1,-1,-1,よろめき歩行,R260,AEX
よろよろ,-1,-1,-1,よろめき歩行,R260,AEX
ヨロヨロ,-1,-1,-1,よろめき歩行,R260,AEX
真っすぐ歩けない,-1,-1,-1,よろめき歩行,R260,AEX
真っすぐ歩行できない,-1,-1,-1,よろめき歩行,R260,AEX
あちこちのリンパは腫れる,,,-1,リンパ節腫大,R599,CS
いしゃ,,,-1,リンパ節腫大,R599,CS
いろんなところのリンパが腫れる,,,-1,リンパ節腫大,R599,CS
おたふくかぜ,,,-1,リンパ節腫大,R599,CS
おもてにあるりいぱせつがはれる,,,-1,リンパ節腫大,R599,CS
お腹のなかのリンパ節が腫れる,,,-1,リンパ節腫大,R599,CS
お腹のリンパが腫れた,,,-1,リンパ節腫大,R599,CS
お腹のリンパが腫れていること,,,-1,リンパ節腫大,R599,CS
お腹のリンパが腫れる,,,-1,リンパ節腫大,R599,CS
お腹のリンパのガン,,,-1,リンパ節腫大,R599,CS
お腹のリンパ節がはれる,,,-1,リンパ節腫大,R599,CS
お腹のリンパ節が腫れていること,,,-1,リンパ節腫大,R599,CS
お腹の中のリンパ節が腫れる,,,-1,リンパ節腫大,R599,CS
かさぶたがおおきくなった,,,-1,リンパ節腫大,R599,CS
がん,,,-1,リンパ節腫大,R599,CS
がん腫瘍,,,-1,リンパ節腫大,R599,CS
こぶ,,,-1,リンパ節腫大,R599,CS
しこり,,,-1,リンパ節腫大,R599,CS
シコリ,,,-1,リンパ節腫大,R599,CS
しゅだい,,,-1,リンパ節腫大,R599,CS
しゅようがおおきくなった,,,-1,リンパ節腫大,R599,CS
ぜんしんのりいぱせつがはれている,,,-1,リンパ節腫大,R599,CS
できものが大きくなる,,,-1,リンパ節腫大,R599,CS
できものの大きさ,,,-1,リンパ節腫大,R599,CS
なんや股んとこ腫れとる,,,-1,リンパ節腫大,R599,CS
はらのリンパ節がはれた,,,-1,リンパ節腫大,R599,CS
はれ,,,-1,リンパ節腫大,R599,CS
はれもの,,,-1,リンパ節腫大,R599,CS
はれる,,,-1,リンパ節腫大,R599,CS
ひどい浮腫み,,,-1,リンパ節腫大,R599,CS
リンパがえらい腫れる,,,-1,リンパ節腫大,R599,CS
リンパが腫れた,,,-1,リンパ節腫大,R599,CS
リンパが腫れている,,,-1,リンパ節腫大,R599,CS
リンパが腫れて大きくなる,,,-1,リンパ節腫大,R599,CS
リンパが腫れる,,,-1,リンパ節腫大,R599,CS
リンパが晴れる,,,-1,リンパ節腫大,R599,CS
リンパが大きくはれる,,,-1,リンパ節腫大,R599,CS
リンパが肥大,,,-1,リンパ節腫大,R599,CS
りんぱせつがおおくはれる,,,-1,リンパ節腫大,R599,CS
リンパせつがはれた,,,-1,リンパ節腫大,R599,CS
りんぱせつひだい,,,-1,リンパ節腫大,R599,CS
リンパせんがはれた,,,-1,リンパ節腫大,R599,CS
リンパにできたガン,,,-1,リンパ節腫大,R599,CS
りんぱのしゅようがおおきい,,,-1,リンパ節腫大,R599,CS
リンパのはれ,,,-1,リンパ節腫大,R599,CS
リンパの以上,,,-1,リンパ節腫大,R599,CS
リンパの異常,,,-1,リンパ節腫大,R599,CS
リンパの腫物,,,-1,リンパ節腫大,R599,CS
リンパの病気沢山起きる,,,-1,リンパ節腫大,R599,CS
リンパ異常,,,-1,リンパ節腫大,R599,CS
リンパ腫,,,-1,リンパ節腫大,R599,CS
リンパ腫の一種,,,-1,リンパ節腫大,R599,CS
リンパ節がおおくはれた,,,-1,リンパ節腫大,R599,CS
リンパ節が腫れている,,,-1,リンパ節腫大,R599,CS
リンパ節が腫れている状態,,,-1,リンパ節腫大,R599,CS
リンパ節が腫れて大きくなる,,,-1,リンパ節腫大,R599,CS
リンパ節が腫れる,,,-1,リンパ節腫大,R599,CS
リンパ節が腫大すること,,,-1,リンパ節腫大,R599,CS
リンパ節が腫瘍すること,,,-1,リンパ節腫大,R599,CS
リンパ節が色々な部分で腫れる,,,-1,リンパ節腫大,R599,CS
リンパ節が多数肥大すること,,,-1,リンパ節腫大,R599,CS
リンパ節が大きくなっている,,,-1,リンパ節腫大,R599,CS
リンパ節が膨らむこと,,,-1,リンパ節腫大,R599,CS
リンパ節が膨らんでいる,,,-1,リンパ節腫大,R599,CS
リンパ節のはれ,,,-1,リンパ節腫大,R599,CS
リンパ節の腫れ,,,-1,リンパ節腫大,R599,CS
リンパ節の腫れがたくさんある状態,,,-1,リンパ節腫大,R599,CS
リンパ節の腫れ物,,,-1,リンパ節腫大,R599,CS
リンパ節の腫瘍,,,-1,リンパ節腫大,R599,CS
リンパ節の大きいはれ,,,-1,リンパ節腫大,R599,CS
リンパ節の大きな腫れ,,,-1,リンパ節腫大,R599,CS
リンパ節の肥大が複数見られること,,,-1,リンパ節腫大,R599,CS
リンパ節癌,,,-1,リンパ節腫大,R599,CS
リンパ節腫大,,,-1,リンパ節腫大,R599,CS
リンパ節腫張,,,-1,リンパ節腫大,R599,CS
リンパ節腫脹,,,-1,リンパ節腫大,R599,CS
リンパ腺が腫れている,,,-1,リンパ節腫大,R599,CS
リンパ腺の腫れ,,,-1,リンパ節腫大,R599,CS
悪性腫瘍,,,-1,リンパ節腫大,R599,CS
何回もリンパがはれる,,,-1,リンパ節腫大,R599,CS
軽いむくみ,,,-1,リンパ節腫大,R599,CS
軽い腫れ,,,-1,リンパ節腫大,R599,CS
軽い臓器の腫れ,,,-1,リンパ節腫大,R599,CS
軽い大きな腫物,,,-1,リンパ節腫大,R599,CS
軽い膨れ,,,-1,リンパ節腫大,R599,CS
軽度腫れ,,,-1,リンパ節腫大,R599,CS
股んとこめっちゃ腫れとる,,,-1,リンパ節腫大,R599,CS
骨盤上部のリンパ節の腫れ,,,-1,リンパ節腫大,R599,CS
子宮筋腫,,,-1,リンパ節腫大,R599,CS
腫れあがる,,,-1,リンパ節腫大,R599,CS
腫れがおおきい,,,-1,リンパ節腫大,R599,CS
腫れの軽い状態,,,-1,リンパ節腫大,R599,CS
腫れ物が大きくなる,,,-1,リンパ節腫大,R599,CS
腫脹,,,-1,リンパ節腫大,R599,CS
腫物,,,-1,リンパ節腫大,R599,CS
腫物が大きい,,,-1,リンパ節腫大,R599,CS
腫瘍肥大,,,-1,リンパ節腫大,R599,CS
少し腫れている症状,,,-1,リンパ節腫大,R599,CS
上半身の触れる事ができるリンパ節の腫れ,,,-1,リンパ節腫大,R599,CS
身体中に水がたまってむくんでいる,,,-1,リンパ節腫大,R599,CS
全身ガン,,,-1,リンパ節腫大,R599,CS
全身のむくみ,,,-1,リンパ節腫大,R599,CS
全身のリンパが腫れる,,,-1,リンパ節腫大,R599,CS
全身のリンパのガン,,,-1,リンパ節腫大,R599,CS
全身のリンパ節がはれる,,,-1,リンパ節腫大,R599,CS
全身のリンパ節が腫れている,,,-1,リンパ節腫大,R599,CS
全身のリンパ節が腫れて大きくなっている,,,-1,リンパ節腫大,R599,CS
全身のリンパ節の腫瘍が拡大する,,,-1,リンパ節腫大,R599,CS
全身のリンパ節の腫瘍が大きくなる病気,,,-1,リンパ節腫大,R599,CS
全身のリンパ腺が腫れている,,,-1,リンパ節腫大,R599,CS
全身の疼痛,,,-1,リンパ節腫大,R599,CS
全身リンパはれ,,,-1,リンパ節腫大,R599,CS
全身リンパ節腫れ,,,-1,リンパ節腫大,R599,CS
全部のリンパが腫れる,,,-1,リンパ節腫大,R599,CS
臓器が腫れる,,,-1,リンパ節腫大,R599,CS
臓器が大きくなること,,,-1,リンパ節腫大,R599,CS
臓器の腫れ,,,-1,リンパ節腫大,R599,CS
多数のリンパが腫れる,,,-1,リンパ節腫大,R599,CS
多数のリンパ線が腫れる,,,-1,リンパ節腫大,R599,CS
体中のリンパ腺の腫れ,,,-1,リンパ節腫大,R599,CS
体中の節々にグリグリがある状態,,,-1,リンパ節腫大,R599,CS
体中リンパの異常,,,-1,リンパ節腫大,R599,CS
大きな腫れ,,,-1,リンパ節腫大,R599,CS
大きな腫れ物,,,-1,リンパ節腫大,R599,CS
大動脈の近くのリンパ節が腫れて大きくなる症状,,,-1,リンパ節腫大,R599,CS
大動脈リンパ腫瘍大,,,-1,リンパ節腫大,R599,CS
沢山のリンパの病気,,,-1,リンパ節腫大,R599,CS
脱腸,,,-1,リンパ節腫大,R599,CS
通常より大きくなったリンパ節,,,-1,リンパ節腫大,R599,CS
動脈のリンパ節が腫れて大きくなること,,,-1,リンパ節腫大,R599,CS
動脈リンパ節の腫れ,,,-1,リンパ節腫大,R599,CS
動脈リンパ大きくなる,,,-1,リンパ節腫大,R599,CS
内臓が軽く腫れること,,,-1,リンパ節腫大,R599,CS
白血病,,,-1,リンパ節腫大,R599,CS
腹のリンパが腫れとる,,,-1,リンパ節腫大,R599,CS
腹のリンパが腫れる,,,-1,リンパ節腫大,R599,CS
腹のリンパが大きくなる,,,-1,リンパ節腫大,R599,CS
腹のリンパの腫れ,,,-1,リンパ節腫大,R599,CS
腹の中が腫れているような気がする,,,-1,リンパ節腫大,R599,CS
腹の中のリンパ腫れる,,,-1,リンパ節腫大,R599,CS
腹の中のリンパ大きくなる,,,-1,リンパ節腫大,R599,CS
腹腔内リンパ節腫脹,,,-1,リンパ節腫大,R599,CS
腹内のリンパ節がはれた,,,-1,リンパ節腫大,R599,CS
腹部のリンパにしこりができる,,,-1,リンパ節腫大,R599,CS
腹部のリンパ線が腫れること,,,-1,リンパ節腫大,R599,CS
腹部の腫れ物,,,-1,リンパ節腫大,R599,CS
腹部リンパ腫,,,-1,リンパ節腫大,R599,CS
腹部リンパ節腫れ,,,-1,リンパ節腫大,R599,CS
複数のリンパ節が腫れる,,,-1,リンパ節腫大,R599,CS
傍大動脈リンパ節の腫れ,,,-1,リンパ節腫大,R599,CS
傍大動脈リンパ節腫れ,,,-1,リンパ節腫大,R599,CS
膀胱のあたりが腫れている,,,-1,リンパ節腫大,R599,CS
リンパ節の腫瘍が拡張する,,,-1,リンパ節症,R591,CS
身体全体のリンパ節が腫れたり大きくなったりする,,,-1,リンパ節症,R591,CS
身体中の節々が腫れている,,,-1,リンパ節症,R591,CS
全身リンパガン,,,-1,リンパ節症,R591,CS
全身リンパ節腫大,,,-1,リンパ節症,R591,CS
るいそう,-1,-1,-1,るいそう,E41,AEX
るい痩,-1,-1,-1,るいそう,E41,AEX
痩せ,-1,-1,-1,るいそう,E41,AEX
Ｚｎの数値が↓,-1,-1,-1,亜鉛欠乏症,E60,AEX
Ｚｎの数値が上がらない,-1,-1,-1,亜鉛欠乏症,E60,AEX
Ｚｎの数値が低い,-1,-1,-1,亜鉛欠乏症,E60,AEX
Ｚｎの値が↓,-1,-1,-1,亜鉛欠乏症,E60,AEX
Ｚｎの値が上がらない,-1,-1,-1,亜鉛欠乏症,E60,AEX
Ｚｎの値が低い,-1,-1,-1,亜鉛欠乏症,E60,AEX
亜鉛の数値が↓,-1,-1,-1,亜鉛欠乏症,E60,AEX
亜鉛の数値が上がらない,-1,-1,-1,亜鉛欠乏症,E60,AEX
亜鉛の数値が低い,-1,-1,-1,亜鉛欠乏症,E60,AEX
亜鉛の値が↓,-1,-1,-1,亜鉛欠乏症,E60,AEX
亜鉛の値が上がらない,-1,-1,-1,亜鉛欠乏症,E60,AEX
亜鉛の値が低い,-1,-1,-1,亜鉛欠乏症,E60,AEX
おかん,-1,-1,-1,悪寒,R688,AEX
ぞくぞくする,,,-1,悪寒,R688,CS
悪寒,-1,-1,-1,悪寒,R688,AEX
寒くないのに体が震える,,,-1,悪寒,R688,CS
寒け,-1,-1,-1,悪寒,R688,AEX
寒気,-1,-1,-1,悪寒,R688,AEX
寒気がする,,,-1,悪寒,R688,CS
嫌な予感,,,-1,悪寒,R688,CS
肩がスースー,スースー,肩,,悪寒,R688,Web
首がスースー,スースー,首,,悪寒,R688,Web
尻がスースー,スースー,尻,,悪寒,R688,Web
熱の時の寒気,,,-1,悪寒,R688,CS
背中がスースー,スースー,背中,,悪寒,R688,Web
背中がゾクゾクする,ゾクゾク,背中,-1,悪寒,R688,Web
背中がゾワゾワする,ゾワゾワ,背中,-1,悪寒,R688,Web
発熱時の寒気,,,-1,悪寒,R688,CS
風邪の初め,,,-1,悪寒,R688,CS
おかんによってふるえる,-1,-1,-1,悪寒戦慄,R688,AEX
おかんによる振戦,-1,-1,-1,悪寒戦慄,R688,AEX
おかんによる震え,-1,-1,-1,悪寒戦慄,R688,AEX
さぶいぼ,,,-1,悪寒戦慄,R688,CS
さむさをかんじる,,,-1,悪寒戦慄,R688,CS
シバリング,-1,-1,-1,悪寒戦慄,R688,AEX
ゾクゾクする,,,-1,悪寒戦慄,R688,CS
ゾクゾクする寒気,,,-1,悪寒戦慄,R688,CS
ぞっとする,,,-1,悪寒戦慄,R688,CS
ブルブル震える,,,-1,悪寒戦慄,R688,CS
悪寒によってふるえる,-1,-1,-1,悪寒戦慄,R688,AEX
悪寒による振戦,-1,-1,-1,悪寒戦慄,R688,AEX
悪寒による震え,-1,-1,-1,悪寒戦慄,R688,AEX
寒け,,,-1,悪寒戦慄,R688,CS
寒けによってふるえる,-1,-1,-1,悪寒戦慄,R688,AEX
寒けによる振戦,-1,-1,-1,悪寒戦慄,R688,AEX
寒けによる震え,-1,-1,-1,悪寒戦慄,R688,AEX
寒気がして身震いする,,,-1,悪寒戦慄,R688,CS
寒気で震える,,,-1,悪寒戦慄,R688,CS
寒気と共にブルブルと震える,,,-1,悪寒戦慄,R688,CS
寒気によってふるえる,-1,-1,-1,悪寒戦慄,R688,AEX
寒気による振戦,-1,-1,-1,悪寒戦慄,R688,AEX
寒気による震え,-1,-1,-1,悪寒戦慄,R688,AEX
寒気感じる,,,-1,悪寒戦慄,R688,CS
急な寒気と震え,,,-1,悪寒戦慄,R688,CS
あくしん,,,-1,悪心,R11,CS
きぶんが悪い,-1,-1,-1,悪心,R11,AEX
さむけ,,,-1,悪心,R11,CS
むかつい,-1,-1,-1,悪心,R11,AEX
ムカつい,-1,-1,-1,悪心,R11,AEX
ムカつき,-1,-1,-1,悪心,R11,AEX
むかつき,-1,-1,-1,悪心,R11,AEX
ムカツキ,-1,-1,-1,悪心,R11,AEX
むかつく,-1,-1,-1,悪心,R11,AEX
ムカつく,-1,-1,-1,悪心,R11,AEX
むかむか,-1,-1,-1,悪心,R11,AEX
ムカムカ,-1,-1,-1,悪心,R11,AEX
悪い心臓,,,-1,悪心,R11,CS
悪心,-1,-1,-1,悪心,R11,AEX
気持ちが悪い,-1,-1,-1,悪心,R11,AEX
気分が悪い,,,-1,悪心,R11,CS
気分が悪い,-1,-1,-1,悪心,R11,AEX
気分不良,-1,-1,-1,悪心,R11,AEX
胸が悪い,,,-1,悪心,R11,CS
心がわさわさ,,,-1,悪心,R11,CS
心臓が悪い,,,-1,悪心,R11,CS
むかつきがあってから胃の内容物を排出する現象,,,-1,"悪心,嘔吐症",R11,CS
ムカムカして吐いてしまう症状,,,-1,"悪心,嘔吐症",R11,CS
寒気と吐き気,,,-1,"悪心,嘔吐症",R11,CS
気持ち悪くて吐いてしまう,,,-1,"悪心,嘔吐症",R11,CS
吐き気で吐く,,,-1,"悪心,嘔吐症",R11,CS
吐き気と吐く,,,-1,"悪心,嘔吐症",R11,CS
吐き気と嘔吐,,,-1,"悪心,嘔吐症",R11,CS
吐き気や吐くこと,,,-1,"悪心,嘔吐症",R11,CS
吐き気や嘔吐,,,-1,"悪心,嘔吐症",R11,CS
吐出,,,-1,"悪心,嘔吐症",R11,CS
うちみ,,,-1,圧痛,R529,CS
おすと痛い,,,-1,圧痛,R529,CS
しめつけ,,,-1,圧痛,R529,CS
ちょっと圧迫されて痛い,,,-1,圧痛,R529,CS
圧痛,,,-1,圧痛,R529,CS
圧迫されいたいこと,,,-1,圧痛,R529,CS
